||0830009. (İnternet Ücreti)|69.529|
|08-Ağustos|0441001. (Su Faturası)|1.7654|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.6049|
||0830009. (İnternet Ücreti)|60.8918|
|09-Eylül|0441001. (Su Faturası)|1.7796|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.6131|
||0830009. (İnternet Ücreti)|60.8918|
|10-Ekim|0441001. (Su Faturası)|1.7972|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.6131|
||0830009. (İnternet Ücreti)|60.8918|
|11-Kasım|0441001. (Su Faturası)|1.7972|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.6114|
||0830009. (İnternet Ücreti)|60.8918|
|12-Aralık|0441001. (Su Faturası)|1.7972|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.6049|
||0830009. (İnternet Ücreti)|60.8918|
2008|01-Ocak|0441001. (Su Faturası)|1.8436|
||0451001. (Elektrik Ücreti)|0.19|
||0452101. (Doğal Gaz)|0.6541|
||0830009. (İnternet Ücreti)|60.7361|
|02-Şubat|0441001. (Su Faturası)|1.8481|
||0451001. (Elektrik Ücreti)|0.19|
||0452101. (Doğal Gaz)|0.6541|
||0830009. (İnternet Ücreti)|60.7361|
|03-Mart|0441001. (Su Faturası)|1.8866|
||0451001. (Elektrik Ücreti)|0.19|
||0452101. (Doğal Gaz)|0.6546|
||0830009. (İnternet Ücreti)|60.7361|
|04-Nisan|0441001. (Su Faturası)|1.9447|
||0451001. (Elektrik Ücreti)|0.19|
||0452101. (Doğal Gaz)|0.658|
||0830009. (İnternet Ücreti)|60.7361|
|05-Mayıs|0441001. (Su Faturası)|2.0183|
||0451001. (Elektrik Ücreti)|0.19|
||0452101. (Doğal Gaz)|0.6629|
||0830009. (İnternet Ücreti)|60.7361|
|06-Haziran|0441001. (Su Faturası)|2.0542|
||0451001. (Elektrik Ücreti)|0.19|
||0452101. (Doğal Gaz)|0.7132|
||0830009. (İnternet Ücreti)|60.7361|
|07-Temmuz|0441001. (Su Faturası)|2.0583|
||0451001. (Elektrik Ücreti)|0.2287|
||0452101. (Doğal Gaz)|0.7123|
||0830009. (İnternet Ücreti)|60.7361|
|08-Ağustos|0441001. (Su Faturası)|2.0739|
||0451001. (Elektrik Ücreti)|0.2261|
||0452101. (Doğal Gaz)|0.8326|
||0830009. (İnternet Ücreti)|60.7361|
|09-Eylül|0441001. (Su Faturası)|2.0739|
||0451001. (Elektrik Ücreti)|0.2261|
||0452101. (Doğal Gaz)|0.8311|
||0830009. (İnternet Ücreti)|60.7361|
|10-Ekim|0441001. (Su Faturası)|2.2416|
||0451001. (Elektrik Ücreti)|0.2469|
||0452101. (Doğal Gaz)|0.8696|
||0830009. (İnternet Ücreti)|60.7361|
|11-Kasım|0441001. (Su Faturası)|2.2501|
||0451001. (Elektrik Ücreti)|0.2469|
||0452101. (Doğal Gaz)|1.0651|
||0830009. (İnternet Ücreti)|60.7361|
|12-Aralık|0441001. (Su Faturası)|2.2501|
||0451001. (Elektrik Ücreti)|0.2469|
||0452101. (Doğal Gaz)|1.0804|
||0830009. (İnternet Ücreti)|60.7361|
2009|01-Ocak|0441001. (Su Faturası)|2.2501|
||0451001. (Elektrik Ücreti)|0.2493|
||0452101. (Doğal Gaz)|1.08|
||0830009. (İnternet Ücreti)|33.1409|
|02-Şubat|0441001. (Su Faturası)|2.2548|
||0451001. (Elektrik Ücreti)|0.2493|
||0452101. (Doğal Gaz)|0.913|
||0830009. (İnternet Ücreti)|33.1409|
|03-Mart|0441001. (Su Faturası)|2.2761|
||0451001. (Elektrik Ücreti)|0.2493|
||0452101. (Doğal Gaz)|0.9171|
||0830009. (İnternet Ücreti)|30.6408|
|04-Nisan|0441001. (Su Faturası)|2.2808|
||0451001. (Elektrik Ücreti)|0.2453|
||0452101. (Doğal Gaz)|0.9263|
||0830009. (İnternet Ücreti)|30.6408|
|05-Mayıs|0441001. (Su Faturası)|2.2938|
||0451001. (Elektrik Ücreti)|0.2453|
||0452101. (Doğal Gaz)|0.7239|
||0830009. (İnternet Ücreti)|30.6408|
|06-Haziran|0441001. (Su Faturası)|2.2938|
||0451001. (Elektrik Ücreti)|0.2453|
||0452101. (Doğal Gaz)|0.7211|
||0830009. (İnternet Ücreti)|30.6408|
|07-Temmuz|0441001. (Su Faturası)|2.3127|
||0451001. (Elektrik Ücreti)|0.2453|
||0452101. (Doğal Gaz)|0.7186|
||0830009. (İnternet Ücreti)|30.6408|
|08-Ağustos|0441001. (Su Faturası)|2.5034|
||0451001. (Elektrik Ücreti)|0.2453|
||0452101. (Doğal Gaz)|0.716|
||0830009. (İnternet Ücreti)|30.6408|
|09-Eylül|0441001. (Su Faturası)|2.4633|
||0451001. (Elektrik Ücreti)|0.2453|
||0452101. (Doğal Gaz)|0.7129|
||0830009. (İnternet Ücreti)|30.6408|
|10-Ekim|0441001. (Su Faturası)|2.4633|
||0451001. (Elektrik Ücreti)|0.2693|
||0452101. (Doğal Gaz)|0.7123|
||0830009. (İnternet Ücreti)|30.6408|
|11-Kasım|0441001. (Su Faturası)|2.4633|
||0451001. (Elektrik Ücreti)|0.2693|
||0452101. (Doğal Gaz)|0.7139|
||0830009. (İnternet Ücreti)|30.6408|
|12-Aralık|0441001. (Su Faturası)|2.4633|
||0451001. (Elektrik Ücreti)|0.2693|
||0452101. (Doğal Gaz)|0.7127|
||0830009. (İnternet Ücreti)|30.6408|
2010|01-Ocak|0441001. (Su Faturası)|2.5822|
||0451001. (Elektrik Ücreti)|0.2724|
||0452101. (Doğal Gaz)|0.7126|
||0830009. (İnternet Ücreti)|57.5473|
|02-Şubat|0441001. (Su Faturası)|2.5822|
||0451001. (Elektrik Ücreti)|0.2724|
||0452101. (Doğal Gaz)|0.713|
||0830009. (İnternet Ücreti)|57.5473|
|03-Mart|0441001. (Su Faturası)|2.5822|
||0451001. (Elektrik Ücreti)|0.2724|
||0452101. (Doğal Gaz)|0.7138|
||0830009. (İnternet Ücreti)|57.5473|
|04-Nisan|0441001. (Su Faturası)|2.5822|
||0451001. (Elektrik Ücreti)|0.2724|
||0452101. (Doğal Gaz)|0.7159|
||0830009. (İnternet Ücreti)|57.5473|
|05-Mayıs|0441001. (Su Faturası)|2.5822|
||0451001. (Elektrik Ücreti)|0.2724|
||0452101. (Doğal Gaz)|0.7146|
||0830009. (İnternet Ücreti)|57.5473|
|06-Haziran|0441001. (Su Faturası)|2.5822|
||0451001. (Elektrik Ücreti)|0.2724|
||0452101. (Doğal Gaz)|0.7144|
||0830009. (İnternet Ücreti)|57.5473|
|07-Temmuz|0441001. (Su Faturası)|2.5822|
||0451001. (Elektrik Ücreti)|0.2724|
||0452101. (Doğal Gaz)|0.7184|
||0830009. (İnternet Ücreti)|57.5473|
|08-Ağustos|0441001. (Su Faturası)|2.5822|
||0451001. (Elektrik Ücreti)|0.2724|
||0452101. (Doğal Gaz)|0.7176|
||0830009. (İnternet Ücreti)|57.5473|
|09-Eylül|0441001. (Su Faturası)|2.5822|
||0451001. (Elektrik Ücreti)|0.2724|
||0452101. (Doğal Gaz)|0.7144|
||0830009. (İnternet Ücreti)|57.5473|
|10-Ekim|0441001. (Su Faturası)|2.5822|
||0451001. (Elektrik Ücreti)|0.2724|
||0452101. (Doğal Gaz)|0.7145|
||0830009. (İnternet Ücreti)|57.5473|
|11-Kasım|0441001. (Su Faturası)|2.5822|
||0451001. (Elektrik Ücreti)|0.2724|
||0452101. (Doğal Gaz)|0.7106|
||0830009. (İnternet Ücreti)|57.5473|
|12-Aralık|0441001. (Su Faturası)|2.5822|
||0451001. (Elektrik Ücreti)|0.2724|
||0452101. (Doğal Gaz)|0.7092|
||0830009. (İnternet Ücreti)|57.5473|
2011|01-Ocak|0441001. (Su Faturası)|2.8976|
||0451001. (Elektrik Ücreti)|0.2718|
||0452101. (Doğal Gaz)|0.713|
||0830009. (İnternet Ücreti)|35.9937|
|02-Şubat|0441001. (Su Faturası)|2.8976|
||0451001. (Elektrik Ücreti)|0.2718|
||0452101. (Doğal Gaz)|0.7169|
||0830009. (İnternet Ücreti)|35.9937|
|03-Mart|0441001. (Su Faturası)|2.8976|
||0451001. (Elektrik Ücreti)|0.2718|
||0452101. (Doğal Gaz)|0.7188|
||0830009. (İnternet Ücreti)|35.9937|
|04-Nisan|0441001. (Su Faturası)|2.8976|
||0451001. (Elektrik Ücreti)|0.27|
||0452101. (Doğal Gaz)|0.7193|
||0830009. (İnternet Ücreti)|35.9937|
|05-Mayıs|0441001. (Su Faturası)|2.8976|
||0451001. (Elektrik Ücreti)|0.27|
||0452101. (Doğal Gaz)|0.7161|
||0830009. (İnternet Ücreti)|35.9937|
|06-Haziran|0441001. (Su Faturası)|2.8976|
||0451001. (Elektrik Ücreti)|0.27|
||0452101. (Doğal Gaz)|0.7164|
||0830009. (İnternet Ücreti)|35.9937|
|07-Temmuz|0441001. (Su Faturası)|2.8976|
||0451001. (Elektrik Ücreti)|0.2699|
||0452101. (Doğal Gaz)|0.7192|
||0830009. (İnternet Ücreti)|35.9937|
|08-Ağustos|0441001. (Su Faturası)|2.8976|
||0451001. (Elektrik Ücreti)|0.2699|
||0452101. (Doğal Gaz)|0.7216|
||0830009. (İnternet Ücreti)|35.9937|
|09-Eylül|0441001. (Su Faturası)|2.8976|
||0451001. (Elektrik Ücreti)|0.2699|
||0452101. (Doğal Gaz)|0.727|
||0830009. (İnternet Ücreti)|35.9937|
|10-Ekim|0441001. (Su Faturası)|2.8976|
||0451001. (Elektrik Ücreti)|0.2958|
||0452101. (Doğal Gaz)|0.8195|
||0830009. (İnternet Ücreti)|35.9937|
|11-Kasım|0441001. (Su Faturası)|2.8976|
||0451001. (Elektrik Ücreti)|0.2958|
||0452101. (Doğal Gaz)|0.8238|
||0830009. (İnternet Ücreti)|35.9937|
|12-Aralık|0441001. (Su Faturası)|2.8976|
||0451001. (Elektrik Ücreti)|0.2958|
||0452101. (Doğal Gaz)|0.8208|
||0830009. (İnternet Ücreti)|35.9937|
2012|01-Ocak|0441001. (Su Faturası)|2.9564|
||0451001. (Elektrik Ücreti)|0.2976|
||0452101. (Doğal Gaz)|0.8268|
||0830009. (İnternet Ücreti)|50.9075|
|02-Şubat|0441001. (Su Faturası)|2.9564|
||0451001. (Elektrik Ücreti)|0.2976|
||0452101. (Doğal Gaz)|0.8284|
||0830009. (İnternet Ücreti)|50.9075|
|03-Mart|0441001. (Su Faturası)|2.9564|
||0451001. (Elektrik Ücreti)|0.2976|
||0452101. (Doğal Gaz)|0.8224|
||0830009. (İnternet Ücreti)|50.9075|
|04-Nisan|0441001. (Su Faturası)|2.9564|
||0451001. (Elektrik Ücreti)|0.3252|
||0452101. (Doğal Gaz)|0.9593|
||0830009. (İnternet Ücreti)|51.2278|
|05-Mayıs|0441001. (Su Faturası)|2.9564|
||0451001. (Elektrik Ücreti)|0.3252|
||0452101. (Doğal Gaz)|0.9606|
||0830009. (İnternet Ücreti)|51.2278|
|06-Haziran|0441001. (Su Faturası)|2.9564|
||0451001. (Elektrik Ücreti)|0.3252|
||0452101. (Doğal Gaz)|0.9598|
||0830009. (İnternet Ücreti)|51.2278|
|07-Temmuz|0441001. (Su Faturası)|2.9564|
||0451001. (Elektrik Ücreti)|0.3252|
||0452101. (Doğal Gaz)|0.9632|
||0830009. (İnternet Ücreti)|51.2278|
|08-Ağustos|0441001. (Su Faturası)|2.9564|
||0451001. (Elektrik Ücreti)|0.3252|
||0452101. (Doğal Gaz)|0.9617|
||0830009. (İnternet Ücreti)|51.2278|
|09-Eylül|0441001. (Su Faturası)|2.9564|
||0451001. (Elektrik Ücreti)|0.3252|
||0452101. (Doğal Gaz)|0.961|
||0830009. (İnternet Ücreti)|51.2278|
|10-Ekim|0441001. (Su Faturası)|2.9564|
||0451001. (Elektrik Ücreti)|0.357|
||0452101. (Doğal Gaz)|1.0559|
||0830009. (İnternet Ücreti)|51.2278|
|11-Kasım|0441001. (Su Faturası)|2.9564|
||0451001. (Elektrik Ücreti)|0.357|
||0452101. (Doğal Gaz)|1.0556|
||0830009. (İnternet Ücreti)|51.2278|
|12-Aralık|0441001. (Su Faturası)|2.9564|
||0451001. (Elektrik Ücreti)|0.357|
||0452101. (Doğal Gaz)|1.0553|
||0830009. (İnternet Ücreti)|54.444|
2013|01-Ocak|0441001. (Su Faturası)|3.2666|
||0451001. (Elektrik Ücreti)|0.357|
||0452101. (Doğal Gaz)|1.0549|
||0830009. (İnternet Ücreti)|58.5834|
|02-Şubat|0441001. (Su Faturası)|3.2666|
||0451001. (Elektrik Ücreti)|0.357|
||0452101. (Doğal Gaz)|1.0545|
||0830009. (İnternet Ücreti)|58.5834|
|03-Mart|0441001. (Su Faturası)|3.2666|
||0451001. (Elektrik Ücreti)|0.357|
||0452101. (Doğal Gaz)|1.0535|
||0830009. (İnternet Ücreti)|58.5834|
|04-Nisan|0441001. (Su Faturası)|3.2935|
||0451001. (Elektrik Ücreti)|0.3587|
||0452101. (Doğal Gaz)|1.056|
||0830009. (İnternet Ücreti)|58.5834|
|05-Mayıs|0441001. (Su Faturası)|3.2935|
||0451001. (Elektrik Ücreti)|0.3587|
||0452101. (Doğal Gaz)|1.0562|
||0830009. (İnternet Ücreti)|58.5834|
|06-Haziran|0441001. (Su Faturası)|3.3115|
||0451001. (Elektrik Ücreti)|0.3587|
||0452101. (Doğal Gaz)|1.0562|
||0830009. (İnternet Ücreti)|58.5834|
|07-Temmuz|0441001. (Su Faturası)|3.3473|
||0451001. (Elektrik Ücreti)|0.3585|
||0452101. (Doğal Gaz)|1.0602|
||0830009. (İnternet Ücreti)|58.5834|
|08-Ağustos|0441001. (Su Faturası)|3.3742|
||0451001. (Elektrik Ücreti)|0.3585|
||0452101. (Doğal Gaz)|1.0644|
||0830009. (İnternet Ücreti)|58.5834|
|09-Eylül|0441001. (Su Faturası)|3.3742|
||0451001. (Elektrik Ücreti)|0.3585|
||0452101. (Doğal Gaz)|1.0639|
||0830009. (İnternet Ücreti)|58.5834|
|10-Ekim|0441001. (Su Faturası)|3.401|
||0451001. (Elektrik Ücreti)|0.3585|
||0452101. (Doğal Gaz)|1.0694|
||0830009. (İnternet Ücreti)|58.5834|
|11-Kasım|0441001. (Su Faturası)|3.4189|
||0451001. (Elektrik Ücreti)|0.3585|
||0452101. (Doğal Gaz)|1.0679|
||0830009. (İnternet Ücreti)|58.5834|
|12-Aralık|0441001. (Su Faturası)|3.4278|
||0451001. (Elektrik Ücreti)|0.3585|
||0452101. (Doğal Gaz)|1.0689|
||0830009. (İnternet Ücreti)|58.5834|
2014|01-Ocak|0441001. (Su Faturası)|3.4546|
||0451001. (Elektrik Ücreti)|0.3577|
||0452101. (Doğal Gaz)|1.07|
||0830009. (İnternet Ücreti)|68.7486|
|02-Şubat|0441001. (Su Faturası)|3.5526|
||0451001. (Elektrik Ücreti)|0.3577|
||0452101. (Doğal Gaz)|1.0775|
||0830009. (İnternet Ücreti)|68.7486|
|03-Mart|0441001. (Su Faturası)|3.5881|
||0451001. (Elektrik Ücreti)|0.3577|
||0452101. (Doğal Gaz)|1.0831|
||0830009. (İnternet Ücreti)|68.7486|
|04-Nisan|0441001. (Su Faturası)|3.6148|
||0451001. (Elektrik Ücreti)|0.3588|
||0452101. (Doğal Gaz)|1.0813|
||0830009. (İnternet Ücreti)|68.7486|
|05-Mayıs|0441001. (Su Faturası)|3.9325|
||0451001. (Elektrik Ücreti)|0.3588|
||0452101. (Doğal Gaz)|1.0782|
||0830009. (İnternet Ücreti)|68.7486|
|06-Haziran|0441001. (Su Faturası)|3.9325|
||0451001. (Elektrik Ücreti)|0.3588|
||0452101. (Doğal Gaz)|1.0748|
||0830009. (İnternet Ücreti)|68.7486|
|07-Temmuz|0441001. (Su Faturası)|3.9325|
||0451001. (Elektrik Ücreti)|0.3589|
||0452101. (Doğal Gaz)|1.0745|
||0830009. (İnternet Ücreti)|68.7486|
|08-Ağustos|0441001. (Su Faturası)|3.9588|
||0451001. (Elektrik Ücreti)|0.3589|
||0452101. (Doğal Gaz)|1.0761|
||0830009. (İnternet Ücreti)|68.7486|
|09-Eylül|0441001. (Su Faturası)|3.9764|
||0451001. (Elektrik Ücreti)|0.3589|
||0452101. (Doğal Gaz)|1.0765|
||0830009. (İnternet Ücreti)|68.7486|
|10-Ekim|0441001. (Su Faturası)|4.1482|
||0451001. (Elektrik Ücreti)|0.3913|
||0452101. (Doğal Gaz)|1.1619|
||0830009. (İnternet Ücreti)|68.7486|
|11-Kasım|0441001. (Su Faturası)|4.3339|
||0451001. (Elektrik Ücreti)|0.3913|
||0452101. (Doğal Gaz)|1.1671|
||0830009. (İnternet Ücreti)|68.7486|
|12-Aralık|0441001. (Su Faturası)|4.3339|
||0451001. (Elektrik Ücreti)|0.3913|
||0452101. (Doğal Gaz)|1.1656|
||0830009. (İnternet Ücreti)|68.7486|
2015|01-Ocak|0441001. (Su Faturası)|4.3506|
||0451001. (Elektrik Ücreti)|0.3907|
||0452101. (Doğal Gaz)|1.1663|
||0830009. (İnternet Ücreti)|75.0485|
|02-Şubat|0441001. (Su Faturası)|4.3679|
||0451001. (Elektrik Ücreti)|0.3907|
||0452101. (Doğal Gaz)|1.1704|
||0830009. (İnternet Ücreti)|75.0485|
|03-Mart|0441001. (Su Faturası)|4.4112|
||0451001. (Elektrik Ücreti)|0.3907|
||0452101. (Doğal Gaz)|1.1763|
||0830009. (İnternet Ücreti)|75.0485|
|04-Nisan|0441001. (Su Faturası)|4.4591|
||0451001. (Elektrik Ücreti)|0.3904|
||0452101. (Doğal Gaz)|1.1845|
||0830009. (İnternet Ücreti)|75.0485|
|05-Mayıs|0441001. (Su Faturası)|4.5111|
||0451001. (Elektrik Ücreti)|0.3904|
||0452101. (Doğal Gaz)|1.1885|
||0830009. (İnternet Ücreti)|75.0485|
|06-Haziran|0441001. (Su Faturası)|4.5537|
||0451001. (Elektrik Ücreti)|0.3904|
||0452101. (Doğal Gaz)|1.2046|
||0830009. (İnternet Ücreti)|75.0485|
|07-Temmuz|0441001. (Su Faturası)|4.563|
||0451001. (Elektrik Ücreti)|0.3906|
||0452101. (Doğal Gaz)|1.2174|
||0830009. (İnternet Ücreti)|75.0485|
|08-Ağustos|0441001. (Su Faturası)|4.563|
||0451001. (Elektrik Ücreti)|0.3906|
||0452101. (Doğal Gaz)|1.2175|
||0830009. (İnternet Ücreti)|75.0485|
|09-Eylül|0441001. (Su Faturası)|4.6063|
||0451001. (Elektrik Ücreti)|0.3906|
||0452101. (Doğal Gaz)|1.2231|
||0830009. (İnternet Ücreti)|75.0485|
|10-Ekim|0441001. (Su Faturası)|4.6667|
||0451001. (Elektrik Ücreti)|0.3903|
||0452101. (Doğal Gaz)|1.2353|
||0830009. (İnternet Ücreti)|75.4412|
|11-Kasım|0441001. (Su Faturası)|4.6667|
||0451001. (Elektrik Ücreti)|0.3903|
||0452101. (Doğal Gaz)|1.2358|
||0830009. (İnternet Ücreti)|75.4412|
|12-Aralık|0441001. (Su Faturası)|4.8641|
||0451001. (Elektrik Ücreti)|0.3903|
||0452101. (Doğal Gaz)|1.2304|
||0830009. (İnternet Ücreti)|75.4412|
2016|01-Ocak|0441001. (Su Faturası)|5.1257|
||0451001. (Elektrik Ücreti)|0.4117|
||0452101. (Doğal Gaz)|1.2312|
||0830009. (İnternet Ücreti)|76.0468|
|02-Şubat|0441001. (Su Faturası)|5.1547|
||0451001. (Elektrik Ücreti)|0.4117|
||0452101. (Doğal Gaz)|1.2346|
||0830009. (İnternet Ücreti)|76.0468|
|03-Mart|0441001. (Su Faturası)|5.1547|
||0451001. (Elektrik Ücreti)|0.4117|
||0452101. (Doğal Gaz)|1.2349|
||0830009. (İnternet Ücreti)|76.0468|
|04-Nisan|0441001. (Su Faturası)|5.1643|
||0451001. (Elektrik Ücreti)|0.4123|
||0452101. (Doğal Gaz)|1.2321|
||0830009. (İnternet Ücreti)|76.0468|
|05-Mayıs|0441001. (Su Faturası)|5.1932|
||0451001. (Elektrik Ücreti)|0.4123|
||0452101. (Doğal Gaz)|1.2284|
||0830009. (İnternet Ücreti)|76.0468|
|06-Haziran|0441001. (Su Faturası)|5.2704|
||0451001. (Elektrik Ücreti)|0.4123|
||0452101. (Doğal Gaz)|1.2302|
||0830009. (İnternet Ücreti)|76.0468|
|07-Temmuz|0441001. (Su Faturası)|5.28|
||0451001. (Elektrik Ücreti)|0.4124|
||0452101. (Doğal Gaz)|1.2341|
||0830009. (İnternet Ücreti)|81.7459|
|08-Ağustos|0441001. (Su Faturası)|5.2993|
||0451001. (Elektrik Ücreti)|0.4124|
||0452101. (Doğal Gaz)|1.2321|
||0830009. (İnternet Ücreti)|81.7459|
|09-Eylül|0441001. (Su Faturası)|5.2993|
||0451001. (Elektrik Ücreti)|0.4124|
||0452101. (Doğal Gaz)|1.2377|
||0830009. (İnternet Ücreti)|81.7459|
|10-Ekim|0441001. (Su Faturası)|5.309|
||0451001. (Elektrik Ücreti)|0.4124|
||0452101. (Doğal Gaz)|1.1348|
||0830009. (İnternet Ücreti)|81.7459|
|11-Kasım|0441001. (Su Faturası)|5.3571|
||0451001. (Elektrik Ücreti)|0.4124|
||0452101. (Doğal Gaz)|1.1393|
||0830009. (İnternet Ücreti)|81.7459|
|12-Aralık|0441001. (Su Faturası)|5.4536|
||0451001. (Elektrik Ücreti)|0.4124|
||0452101. (Doğal Gaz)|1.1474|
||0830009. (İnternet Ücreti)|81.7459|
2017|01-Ocak|0441001. (Su Faturası)|5.6277|
||0451001. (Elektrik Ücreti)|0.4118|
||0452101. (Doğal Gaz)|1.1653|
||0830009. (İnternet Ücreti)|54.1051|
|02-Şubat|0441001. (Su Faturası)|5.8398|
||0451001. (Elektrik Ücreti)|0.4118|
||0452101. (Doğal Gaz)|1.1763|
